work_id,doi,title,publication_year
W1995852832,https://doi.org/10.2166/ws.2010.339,Structural equation modeling for assessing of the sustainability of rural water supply systems,2010
W2342162357,https://doi.org/10.2166/ws.2002.0143,"Riverbank filtration for drinking water supply - a proven method, perfect to face today's challenges",2002
W2570169635,https://doi.org/10.2166/ws.2017.004,Reducing the burden of rural water supply through greywater reuse: a case study from northern Malawi,2017
W98001188,https://doi.org/10.2166/ws.2001.0001,Drinking water treatment - understanding the processes and meeting the challenges,2001
W2019798806,https://doi.org/10.2166/ws.2007.001,A brief history of urban water supply in antiquity,2007
W2760473363,https://doi.org/10.2166/ws.2017.194,Application of the analytic hierarchy process to sustainability of water supply and sanitation services: the case of Algeria,2017
W2122902175,https://doi.org/10.2166/ws.2011.117,Converting rain into drinking water: quality issues and technological advances,2011
W4283657225,https://doi.org/10.2166/ws.2022.245,Water quality analysis using the CCME-WQI method with time series analysis in a water supply reservoir,2022
W1990050765,https://doi.org/10.2166/ws.2009.297,Quantitative risk assessment in the Water Safety Plan: case studies from drinking water practice,2009
W2804673882,https://doi.org/10.2166/ws.2001.0043,"Toxic cyanobacterial blooms in a drinking water reservoir - causes, consequences and management strategy",2001
W2057803743,https://doi.org/10.2166/ws.2009.767,Analysing water quality changes due to reservoir management and climate change for optimization of drinking water treatment,2009
W2247075134,https://doi.org/10.2166/ws.2001.0089,Suspended particles in the drinking water of two distribution systems,2001
W750477119,https://doi.org/10.2166/ws.2015.099,Securing safe drinking water supply under climate change conditions,2015
W4308995582,https://doi.org/10.2166/ws.2022.384,A 10-year critical review on hydrogen peroxide as a disinfectant: could it be an alternative for household water treatment?,2022
W1871608273,https://doi.org/10.2166/ws.2003.0069,"Reduction of pathogens, indicator bacteria, and alternative indicators by wastewater treatment and reclamation processes",2003
W2256151221,https://doi.org/10.2166/ws.2015.186,Research on raw water quality assessment oriented to drinking water treatment based on the SVM model,2015
W2044717702,https://doi.org/10.2166/ws.2008.095,Assessing nanofiltration fouling in drinking water treatment using fluorescence fingerprinting and LC-OCD analyses,2008
W2954723993,https://doi.org/10.2166/ws.2019.097,"Application of hybrid coagulation–ultrafiltration for decentralized drinking water treatment: impact on flux, water quality and costs",2019
W1974054344,https://doi.org/10.2166/ws.2011.051,Empowering rural communities: simple Water Safety Plans,2011
W603445151,https://doi.org/10.2166/ws.2001.0119,Evaluation of nanofiltration for disinfection by-products control in drinking water treatment,2001
W2554942368,https://doi.org/10.2166/ws.2016.176,The effects of input materials on ceramic water filter efficacy for household drinking water treatment,2016
W2605257132,https://doi.org/10.2166/ws.2017.057,Water safety planning for small water supply systems: the framework and control measures,2017
W4319920382,https://doi.org/10.2166/ws.2023.033,A survey on applications of machine learning algorithms in water quality assessment and water supply and management,2023
W12940959,https://doi.org/10.2166/ws.2003.0094,Controlling water quality in intermittent supply systems,2003
W2802113936,https://doi.org/10.2166/ws.2018.091,Occurrence and fate of 27 triazines and metabolites within French drinking water treatment plants,2018
W2108127394,https://doi.org/10.2166/ws.2005.0059,Decentralised wastewater treatment technologies from a national perspective: at what cost are they competitive?,2005
W2336802124,https://doi.org/10.2166/ws.2001.0122,Development of a membrane integrity monitoring strategy for the UF/RO Heemskerk drinking water treatment plant,2001
W2096122138,https://doi.org/10.2166/ws.2012.126,Eliminating turbidity in drinking water using the mucilage of a common cactus,2012
W2743213287,https://doi.org/10.2166/ws.2017.133,Assessing factors of E. coli contamination of household drinking water in suburban and rural Laos and Thailand,2017
W2327993677,https://doi.org/10.2166/ws.2013.095,Removal of natural organic matter and trihalomethane formation potential in a full-scale drinking water treatment plant,2013
W2787473679,https://doi.org/10.2166/ws.2018.016,Artificial neural networks: applications in the drinking water sector,2018
W2512166165,https://doi.org/10.2166/ws.2004.0010,Use of Anammox in urban wastewater treatment,2004
W4293047647,https://doi.org/10.2166/ws.2022.302,Prevalence of antimicrobial resistance in a Bulgarian drinking water supply system,2022
W2036181405,https://doi.org/10.2166/ws.2014.051,Public acceptability of indirect potable water reuse in the south-east of England,2014
W2009135546,https://doi.org/10.2166/ws.2009.689,Velocity-based self-cleaning residential drinking water distribution systems,2009
W4387088597,https://doi.org/10.2166/ws.2023.247,Methods for detection and enumeration of coliforms in drinking water: a review,2023
W2317829955,https://doi.org/10.2166/ws.2014.125,Water quality for irrigation and drinking water use of Aflaj in Oman,2014
W2339133412,https://doi.org/10.2166/ws.2004.0061,NOM increase in drinking water reservoirs - relevance for drinking water production,2004
W2331348982,https://doi.org/10.2166/ws.2001.0128,Performance comparison of direct membrane separation and membrane bioreactor for domestic wastewater treatment and water reuse,2001
W2341271623,https://doi.org/10.2166/ws.2003.0053,Slow granular filtration for water reuse,2003
W2325583914,https://doi.org/10.2166/ws.2015.142,How can drinking water treatments influence chlorine dioxide consumption and by-product formation in final disinfection?,2015
W1993027546,https://doi.org/10.2166/ws.2013.113,Neutrophilic iron-oxidizing bacteria: occurrence and relevance in biological drinking water treatment,2013
W2068129723,https://doi.org/10.2166/ws.2010.720,Clean power in water supply systems as a sustainable solution: from planning to practical implementation,2010
W81907452,https://doi.org/10.2166/ws.2002.0044,Drinking water quality assessment practices: an international perspective,2002
W2340375977,https://doi.org/10.2166/ws.2004.0127,Application of hydraulic transients for leak detection in water supply systems,2004
W2047501833,https://doi.org/10.2166/ws.2009.534,"Life cycle assessment of three water supply systems: importation, reclamation and desalination",2009
W2341544543,https://doi.org/10.2166/ws.2005.0055,Estimation of willingness to pay for wastewater treatment,2005
W4389623029,https://doi.org/10.2166/ws.2023.323,Modeling the water security in a watershed using the water footprint concept and water scarcity indicators,2023
W2324058778,https://doi.org/10.2166/ws.2014.044,Monitoring of three drinking water treatment plants using flow cytometry,2014
W2801354606,https://doi.org/10.2166/ws.2018.085,Effects of weather conditions on drinking water distribution pipe failures in the Netherlands,2018
W2325090298,https://doi.org/10.2166/ws.2012.063,"Water reuse in the Kingdom of Saudi Arabia – status, prospects and research needs",2012
W2333907090,https://doi.org/10.2166/ws.2013.221,Fouling of low-pressure membranes during drinking water treatment: effect of NOM components and biofiltration pretreatment,2013
W4200055919,https://doi.org/10.2166/ws.2021.435,Integrating water quality and streamflow into prediction of chemical dosage in a drinking water treatment plant using machine learning algorithms,2021
W4396613345,https://doi.org/10.2166/ws.2024.099,Technical and economic impact of water reuse as an integrated water resource management measure in rural water supply systems,2024
W2336811804,https://doi.org/10.2166/ws.2004.0135,Particles in the drinking water system: from source to discolouration,2004
W2017772305,https://doi.org/10.2166/ws.2011.106,Success or failure: demonstrating the effectiveness of a Water Safety Plan,2012
W1967425995,https://doi.org/10.2166/ws.2007.147,Screening and evaluation of natural coagulants for water treatment,2007
W2769607398,https://doi.org/10.2166/ws.2017.229,"Desalination for agriculture: water quality and plant chemistry, technologies and challenges",2017
W2953296056,https://doi.org/10.2166/ws.2019.086,"Drinking water quality and human dimensions of cholera patients to inform evidence-based prevention investment in Karonga District, Malawi",2019
W2325553029,https://doi.org/10.2166/ws.2013.132,Recent trends in microorganism-related off-flavor problems in drinking water treatment systems in Japan,2013
W2023267862,https://doi.org/10.2166/ws.2007.008,Soil as a wastewater treatment system: historical development,2007
W3036347037,https://doi.org/10.2166/ws.2020.128,Robustness of IoT-connected e-Taps for sustainable service delivery of rural water supply,2020
W2313376982,https://doi.org/10.2166/ws.2016.045,Linking discolouration modelling and biofilm behaviour within drinking water distribution systems,2016
W2082222367,https://doi.org/10.2166/ws.2006.786,Biological drinking water treatment for nitrate and pesticide (endosulfan) elimination,2006
W2388283330,https://doi.org/10.2166/ws.2016.073,"A systematic review of outcomes and lessons learned from general, rural, and country-specific Water Safety Plan implementations",2016
W2312819846,https://doi.org/10.2166/ws.2014.080,"Planning and installation of a drinking water treatment in Gunungkidul, Java, Indonesia",2014
W2093444960,https://doi.org/10.2166/ws.2009.637,Photocatalytic removal of taste and odour compounds for drinking water treatment,2009
W22714809,https://doi.org/10.2166/ws.2003.0125,Application of quality management systems for drinking water quality,2003
W2093092928,https://doi.org/10.2166/ws.2011.004,Pilot scale evaluation of biofiltration as an innovative pre-treatment for ultrafiltration membranes for drinking water treatment,2011
W602584655,https://doi.org/10.2166/ws.2002.0039,New approaches for structural characterization of organic matter in drinking water and wastewater effluents,2002
W2008346465,https://doi.org/10.2166/ws.2012.025,A study on the effects of intermittent water supply on the vulnerability of urban water distribution networks,2012
W3089709731,https://doi.org/10.2166/ws.2020.199,Artificial neural network modeling approach for the prediction of five-day biological oxygen demand and wastewater treatment plant performance,2020
W1977550503,https://doi.org/10.2166/ws.2010.657,Control-design methodology for drinking-water treatment processes,2010
W2305187056,https://doi.org/10.2166/ws.2016.040,Survival of pathogens in drinking water plumbing systems: impact factors and sanitation options,2016
W1967896141,https://doi.org/10.2166/ws.2011.053,Biofilm formation on materials commonly used in household drinking water systems,2011
W1973029287,https://doi.org/10.2166/ws.2009.026,Persistence of Pseudomonas aeruginosa in drinking-water biofilms on elastomeric material,2009
W2516600684,https://doi.org/10.2166/ws.2016.141,Assessment of sustainability of rural water supply services in Tanzania: the case study of Dodoma region,2016
W2326863189,https://doi.org/10.2166/ws.2012.048,Biofilms and bacteriological water quality in a domestic installation model simulating daily drinking water consumption,2012
W1993622531,https://doi.org/10.2166/ws.2010.105,A brief history of water supply and wastewater management in ancient Greece,2010
W4205530986,https://doi.org/10.2166/ws.2022.019,An evolution of statistical pipe failure models for drinking water networks: a targeted review,2022
W2803135384,https://doi.org/10.2166/ws.2001.0052,Biomass production potential of materials in contact with drinking water: method and practical importance,2001
W2416587576,https://doi.org/10.2166/ws.2015.070,Water safety plans at EPAL's water supply system-tool to prioritize investments and mitigation actions,2015
W2039238880,https://doi.org/10.2166/ws.2011.050,Water Safety Plan demonstration projects in Latin America and the Caribbean: lessons from the field,2011
W2258923660,https://doi.org/10.2166/ws.2002.0155,Development of a naturally derived coagulant for water and wastewater treatment,2002
W2045610013,https://doi.org/10.2166/ws.2010.511,Factors influencing public perception and use of municipal drinking water,2010
W4389728114,https://doi.org/10.2166/ws.2023.328,Reinforcement learning-based DSS for coagulant and disinfectant dosage selection on drinking water treatment plants,2023
W2333364708,https://doi.org/10.2166/ws.2011.058,From international developments to local practice: Germany's evaluation and dialogue process towards Water Safety Plan implementation,2011
W2072610763,https://doi.org/10.2166/ws.2009.355,Modeling of full-scale drinking water treatment plants with embedded plant control,2009
W2009042422,https://doi.org/10.2166/ws.2011.094,Fouling analysis of polysulfone ultrafiltration membranes used for drinking water treatment,2011
W2325896416,https://doi.org/10.2166/ws.2013.050,Energy recovery potential using micro hydropower in water supply networks in the UK and Ireland,2013
W2788403165,https://doi.org/10.2166/ws.2018.018,Rainwater harvesting as an alternative for water supply in regions with high water stress,2018
W2035907706,https://doi.org/10.2166/ws.2008.085,State of the art in drinking water treatment by MF/UF in Germany—a survey among MF/UF plants,2008
W2151499516,https://doi.org/10.2166/ws.2013.177,Microbiological performance of novel household water treatment devices in India,2013
W2471138868,https://doi.org/10.2166/ws.2016.001,A systematic approach for the assessment of bacterial growth-controlling factors linked to biological stability of drinking water in distribution systems,2016
W2039796264,https://doi.org/10.2166/ws.2013.115,Aggregation and biofilm formation of bacteria isolated from domestic drinking water,2013
W3094399737,https://doi.org/10.2166/ws.2020.280,Water reuse potential for irrigation in Brazilian hydrographic regions,2020
W4386864977,https://doi.org/10.2166/ws.2023.240,Integrated systems for rainwater harvesting and greywater reuse: a systematic review of urban water management strategies,2023
W3174925339,https://doi.org/10.2166/ws.2021.189,Drinking water quality assessment from water dispensers in an educational institution,2021
W2314779099,https://doi.org/10.2166/ws.2011.064,Deterioration in water quality from supply chain to household and appropriate storage in the context of intermittent water supplies,2011
W2793759465,https://doi.org/10.2166/ws.2018.030,Borehole water: a potential health risk to rural communities in South Africa,2018
W2924269058,https://doi.org/10.2166/ws.2019.051,Common themes contributing to recent drinking water disease outbreaks in affluent nations,2019
W2339260052,https://doi.org/10.2166/ws.2001.0056,Water treatment to reduce internal corrosion in the drinking water distribution system in Oslo,2001
W1587132369,https://doi.org/10.2166/ws.2004.0115,Drinking water treatment in The Netherlands: outstanding and still ambitious,2004
W2045886134,https://doi.org/10.2166/ws.2006.902,"Analysis of particle numbers, size and composition in drinking water transportation pipelines: results of online measurements",2006
W2909706786,https://doi.org/10.2166/ws.2019.006,National survey of utilization of continuous water quality monitors in water supply systems in Japan,2019
W2334975492,https://doi.org/10.2166/ws.2013.009,Direct potable reclamation in Windhoek: a critical review of the design philosophy of new Goreangab drinking water reclamation plant,2013
W1602216565,https://doi.org/10.2166/ws.2004.0054,"Comprehensive assessment of precursors, diagenesis, and reactivity to water treatment of dissolved and colloidal organic matter",2004
W4214566161,https://doi.org/10.2166/ws.2022.108,"The concentration and prevalence of asbestos fibres in Christchurch, New Zealand's drinking water supply",2022
W2088026706,https://doi.org/10.2166/ws.2010.706,Organisational arrangements and drinking water quality,2010
W2511483219,https://doi.org/10.2166/ws.2016.134,Assessing comprehensive performance of biofilm formation and water quality in drinking water distribution systems,2016
W2116493274,https://doi.org/10.2166/ws.2006.774,Evaluating the drinking water quality through an efficient chlorine decay model,2006
W2155698428,https://doi.org/10.2166/ws.2008.104,The socio-technology of indirect potable water reuse,2008
W3001378734,https://doi.org/10.2166/ws.2020.007,Performance and cost comparison of a gravity-driven free-end membrane and other water filtration systems for household water treatment,2020
W3093882011,https://doi.org/10.2166/ws.2020.277,Machine learning techniques in river water quality modelling: a research travelogue,2020
W2803212932,https://doi.org/10.2166/ws.2005.0050,Sanitation for all in periurban areas? Only if we use simplified sewerage,2005
W1998845073,https://doi.org/10.2166/ws.2006.771,Effects of the filtration flux and pre-treatments on the performance of a microfiltration drinking water treatment system,2006
W2905025604,https://doi.org/10.2166/ws.2018.191,Occurrence and removal of acesulfame and sucralose in the drinking water treatment plants along the Yangtze River,2018
W2046472273,https://doi.org/10.2166/ws.2008.086,"Artificial neural networks for cost optimization of coagulation, sedimentation and filtration in drinking water treatment",2008
W2109149636,https://doi.org/10.2166/ws.2004.0021,Disinfection of Bacillus spp. spores in drinking water by TiO2 photocatalysis as a model for Bacillus anthracis,2004
W2058277882,https://doi.org/10.2166/ws.2011.075,Managing uncertainty in the provision of safe drinking water,2011
W2115424715,https://doi.org/10.2166/ws.2013.028,"Adapting to water scarcity: constraints and opportunities for improving irrigation management in Khorezm, Uzbekistan",2013
W3147977884,https://doi.org/10.2166/ws.2021.082,"Analysis of water quality indices and machine learning techniques for rating water pollution: a case study of Rawal Dam, Pakistan",2021
W2475557720,https://doi.org/10.2166/ws.2003.0197,Air sparging backwash in ultrafiltration hollow fibres for drinking water production,2003
W4393931439,https://doi.org/10.2166/ws.2024.065,Integrated assessment of groundwater contamination: A multi-marker approach for comprehensive water quality monitoring,2024
W4412406426,https://doi.org/10.2166/ws.2025.071,A comprehensive assessment of drinking water quality using the water quality index,2025
W2913373166,https://doi.org/10.2166/ws.2019.019,Perception welfare assessment of water reuse in competitive categories,2019
W2560090732,https://doi.org/10.2166/ws.2016.189,"Risk assessment of haloacetic acids in the water supply of Tehran, Iran",2016
W2332865402,https://doi.org/10.2166/ws.2013.125,Silver nanoparticle removal from drinking water: flocculation/sedimentation or filtration?,2013
W2416935627,https://doi.org/10.2166/ws.2003.0049,Development of a web-based tool for the calculation of costs of different wastewater treatment and reuse scenarios,2003
W2321382404,https://doi.org/10.2166/ws.2013.061,Sustainable improvement of drinking water quality by nanofiltration powered by renewable energy,2013
W2150741960,https://doi.org/10.2166/ws.2013.176,Modelling both the continual erosion and regeneration of discolouration material in drinking water distribution systems,2013
W3100039956,https://doi.org/10.2166/ws.2020.313,"Risk assessment of uranium in drinking water in Hisar district of Haryana, India",2020
W1965339075,https://doi.org/10.2166/ws.2010.652,"Changes of NOM fractions during conventional drinking water treatment process in Riga, Latvia",2010
W2010514182,https://doi.org/10.2166/ws.2010.726,Effect of advanced oxidation processes on nonylphenol removal with respect to chlorination in drinking water treatment,2010
W3016677572,https://doi.org/10.2166/ws.2020.066,Multi-objective optimization for improving equity and reliability in intermittent water supply systems,2020
W2310671782,https://doi.org/10.2166/ws.2016.018,Biocorrosion in drinking water pipes,2016
W2067093304,https://doi.org/10.2166/ws.2006.960,A review on bromate occurrence and removal strategies in water supply,2006
W2528101274,https://doi.org/10.2166/ws.2016.168,"In-stream detection of waterborne priority pollutants, and applications in drinking water contaminant warning systems",2016
W3026148289,https://doi.org/10.2166/ws.2020.089,Pilot study on nanofiltration membrane in advanced treatment of drinking water,2020
W3200926760,https://doi.org/10.2166/ws.2021.299,"The impacts of increasing water scarcity and the potential for water-related conflict in Lamu, Kenya",2021
W2003254986,https://doi.org/10.2166/ws.2013.135,An improved method for determining HNMs in drinking water,2013
W2246493005,https://doi.org/10.2166/ws.2015.179,Impact of irrigation water scarcity on rural household food security and income in Pakistan,2015
W2342332664,https://doi.org/10.2166/ws.2003.0123,"Heavy metal tracers for the analysis of groundwater contamination: case study in Hanoi City, Vietnam",2003
W2289445306,https://doi.org/10.2166/ws.2005.0017,Evaluating citizens concern about the quality of their drinking water,2005
W3002189447,https://doi.org/10.2166/ws.2020.009,Methane emission and methanotrophic activity in groundwater-fed drinking water treatment plants,2020
W2853104204,https://doi.org/10.2166/ws.2018.122,Embracing data uncertainty in water decision-making: an application to evaluate water supply and sewerage in Spain,2018
W2416854579,https://doi.org/10.2166/ws.2015.183,Characteristics of pipe-scale in the pipes of an urban drinking water distribution system in eastern China,2015
W3092459172,https://doi.org/10.2166/ws.2020.242,Waste water reuse in France – social perception of an unfamiliar practice,2020
W2058628455,https://doi.org/10.2166/ws.2008.088,Drinking water treatment with combined coagulation ultrafiltration—long term experience with Germany's largest plant,2008
W2311292638,https://doi.org/10.2166/ws.2002.0208,Occurrence of haloacetic acids in chlorinated drinking water,2002
W3095832767,https://doi.org/10.2166/ws.2020.290,"Remote-sensing-based algorithms for water quality monitoring in Olushandja Dam, north-central Namibia",2020
W2084217140,https://doi.org/10.2166/ws.2008.132,Polyvalent fingerprint based molecular surveillance methods for drinking water supply systems,2008
W2313768657,https://doi.org/10.2166/ws.2016.012,Community-based rainwater harvesting (CB-RWH) to supply drinking water in developing countries: lessons learned from case studies in Africa and Asia,2016
W2331041159,https://doi.org/10.2166/ws.2013.041,Haloacetic acid degradation by a biofilm in a simulated drinking water distribution system,2013
W2329479443,https://doi.org/10.2166/ws.2016.024,"Fungi in biofilms of a drinking water network: occurrence, diversity and mycotoxins approach",2016
W2965610636,https://doi.org/10.2166/ws.2019.111,Groundwater contamination characterization using multivariate statistical analysis and geostatistical method,2019
W2043401058,https://doi.org/10.2166/ws.2010.840,"The impact of diurnal water use patterns, demand management and rainwater tanks on water supply network design",2010
W2319826670,https://doi.org/10.2166/ws.2010.837,“Ozone” and “GAC filtration” synergy for removal of emerging micropollutants in a drinking water treatment plant?,2010
W2052905649,https://doi.org/10.2166/ws.2008.096,Characterization of PVDF hollow-fiber membrane foulants on drinking water treatment,2008
W2248764537,https://doi.org/10.2166/ws.2002.0074,A low cost technique of arsenic removal from drinking water by coagulation using ferric chloride salt and alum,2002
W2028740564,https://doi.org/10.2166/ws.2009.671,The impact of Moringa oleifera as a coagulant aid on the removal of trihalomethane (THM) precursors and iron from drinking water,2009
W2803945288,https://doi.org/10.2166/ws.2001.0061,Trichloroanisole kinetics and musty tastes in drinking water distribution systems,2001
W4210422899,https://doi.org/10.2166/ws.2022.038,Development of a short-term water quality prediction model for urban rivers using real-time water quality data,2022
W2799989206,https://doi.org/10.2166/ws.2018.073,The origin and risks associated with loose deposits in a drinking water distribution system,2018
W4409272598,https://doi.org/10.2166/ws.2025.043,"Assessing drinking water quality in the city of Kenge, Democratic Republic of the Congo",2025
W1921749605,https://doi.org/10.2166/ws.2003.0050,Water reuse and zero liquid discharge: a sustainable water resource solution,2003
W2141345283,https://doi.org/10.2166/ws.2013.182,Comparing electrochemical disinfection with chlorination for inactivation of bacterial spores in drinking water,2013
W3028810833,https://doi.org/10.2166/ws.2020.109,Small-scale drinking water treatment unit of filtration and UV disinfection for remote area,2020
W2337719061,https://doi.org/10.2166/ws.2015.036,40 years on: what do we know about drinking water disinfection by-products (DBPs) and human health?,2015
W3185886430,https://doi.org/10.2166/ws.2021.232,Enhanced fluoride removal from drinking water in wide pH range using La/Fe/Al oxides loaded rice straw biochar,2021
W1969348937,https://doi.org/10.2166/ws.2008.072,Improving water access indicators in developing countries: a proposal using water point mapping methodology,2008
W2080237255,https://doi.org/10.2166/ws.2010.536,Ceramic membranes for water treatment,2010
W3212509916,https://doi.org/10.2166/ws.2021.378,Development of an Integrated Irrigation Water Quality Index (IIWQIndex) model,2021
W3217402584,https://doi.org/10.2166/ws.2021.395,"Application of water quality index and multivariate statistical techniques for assessment of water quality around Yamuna River in Agra Region, Uttar Pradesh, India",2021
W2525959719,https://doi.org/10.2166/ws.2016.151,Does the recycling of waste streams from drinking water treatment plants worsen the quality of finished water? A case assessment in China,2016
W1973929998,https://doi.org/10.2166/ws.2008.063,Operational management of Naegleria spp. in drinking water supplies in Western Australia,2008
W4324057287,https://doi.org/10.2166/ws.2023.072,Water scarcity and excess: water insecurity in cities of Nepal,2023
W3215664287,https://doi.org/10.2166/ws.2021.398,Studying the effect of design parameters on riverbank filtration performance for drinking water supply in Egypt: a case study,2021
W2318226265,https://doi.org/10.2166/ws.2015.131,Use of synthesized hydrophilic magnetic nanoparticles (HMNPs) in forward osmosis for water reuse,2015
W2026384786,https://doi.org/10.2166/ws.2013.087,"Improved risk assessment and risk reduction strategies in the Water Safety Plan (WSP) of Salta, Argentina",2013
W3105662842,https://doi.org/10.2166/ws.2020.300,Grain displacement during backwash of drinking water filters,2020
W2082922421,https://doi.org/10.2166/ws.2011.006,Long-term behaviour of a gravity-driven dead end membrane filtration unit for potable water supply in cases of disasters,2011
W206153433,https://doi.org/10.2166/ws.2003.0103,Nanofiltration: improvements of water quality in a large distribution system,2003
W3204034728,https://doi.org/10.2166/ws.2021.329,Self-forming dynamic membrane filtration for drinking water treatment,2021
W2314561438,https://doi.org/10.2166/ws.2016.023,Distribution of microbial activity and specific microorganisms across sediment size fractions and pipe wall biofilm in a drinking water distribution system,2016
W2318317920,https://doi.org/10.2166/ws.2012.004,Results of ‘PASt21’ – the Portuguese initiative for performance assessment of water and wastewater treatment plants,2012
W3091068699,https://doi.org/10.2166/ws.2020.239,<i>Icyano</i>: a cyanobacterial bloom vulnerability index for drinking water treatment plants,2020
W2246582097,https://doi.org/10.2166/ws.2004.0107,Water Quality 21 research programme for water supplies in The Netherlands,2004
W2804065473,https://doi.org/10.2166/ws.2002.0004,Pilot scale studies on the removal of trace metal contaminations in drinking water treatment using chelating ion-exchange resins,2002
W3004653040,https://doi.org/10.2166/ws.2020.013,Pressure prediction and abnormal working conditions detection of water supply network based on LSTM,2020
W38831955,https://doi.org/10.2166/ws.2001.0068,Dynamic testing of water treatment coagulants,2001
W2327697938,https://doi.org/10.2166/ws.2012.040,Using a break prediction model for drinking water networks asset management: From research to practice,2012
W3169961229,https://doi.org/10.2166/ws.2021.157,Soft computing technique-based prediction of water quality index,2021
W1970801623,https://doi.org/10.2166/ws.2013.046,Gravity driven membrane filtration system to improve the water quality in rainwater tanks,2013
W2804881510,https://doi.org/10.2166/ws.2001.0059,Pipe material selection in drinking water systems - a conference summary,2001
W4390909470,https://doi.org/10.2166/ws.2024.003,A potential solution for clean water supply: multi-effect solar still and water quality analysis,2024
W2758255403,https://doi.org/10.2166/ws.2017.195,Analysis of water quality of selected irrigation water sources in northern Ghana,2017
W2791929435,https://doi.org/10.2166/ws.2018.047,Willingness to pay for improved drinking water in southwest coastal Bangladesh,2018
W2024007970,https://doi.org/10.2166/ws.2006.906,Ceramic membranes for direct river water treatment applying coagulation and microfiltration,2006
W2058908632,https://doi.org/10.2166/ws.2014.069,Identifying water quality monitoring stations in a water supply system,2014
W2009025601,https://doi.org/10.2166/ws.2010.042,Determination of trichloramine in drinking water using headspace gas chromatography/mass spectrometry,2010
W2312612035,https://doi.org/10.2166/ws.2013.037,Characterization of bacterial diversity in drinking water by pyrosequencing,2013
W2092995900,https://doi.org/10.2166/ws.2006.904,Variation of dissolved organic matter and microbial regrowth potential through drinking water treatment processes,2006
W4401636623,https://doi.org/10.2166/ws.2024.189,"Machine learning models for predicting water quality index: optimization and performance analysis for El Moghra, Egypt",2024
W4321079112,https://doi.org/10.2166/ws.2023.039,Water reuse in agriculture: a case study in Konya Closed Basin,2023
W2028410779,https://doi.org/10.2166/ws.2007.148,Novel dual media combination for drinking water treatment,2007
W940847306,https://doi.org/10.2166/ws.2003.0152,Issues of operational integrity in membrane drinking water plants,2003
W2138281022,https://doi.org/10.2166/ws.2010.183,Behaviour of brominated and chlorinated flame retardants during drinking water treatment,2010
W3201871302,https://doi.org/10.2166/ws.2021.342,Smart water grid: a review and a suggestion for water quality monitoring,2021
W2331787820,https://doi.org/10.2166/ws.2013.146,Analysis of Water Safety Plan costs from case studies in the Western Pacific Region,2013
W2053129122,https://doi.org/10.2166/ws.2009.244,Occurrence of perchlorate in drinking water sources in Korea,2009
W2950764426,https://doi.org/10.2166/ws.2019.089,Trihalomethane precursor reactivity changes in drinking water treatment unit processes during a storm event,2019
W2339997474,https://doi.org/10.2166/ws.2003.0108,Occurrence of Sphingomonas sp. bacteria in cold climate drinking water supply system biofilms,2003
W2034163844,https://doi.org/10.2166/ws.2012.016,Raw water treatment using bentonite-chitosan as a coagulant,2012
W4296456550,https://doi.org/10.2166/ws.2022.330,Evaluating groundwater ponds for urban drinking water supply under uncertainty,2022
W4392242480,https://doi.org/10.2166/ws.2024.038,Start-up of biofilter for nitrification and effect of filtration rate on the ammonium removal efficiency in drinking water treatment on pilot plant,2024
